ego prestige,ego citations,relational prestige,relational citations,avg review score
14,0,"[201, 99, 12, 29]","[648, 2337, 3389, 1744]",0.48148148148148145
101,15095,"[201, 301, 301, 301]","[152, 39, 1467, 3]",0.5925925925925927
301,3,"[101, 301, 301, 201]","[15095, 39, 1467, 152]",0.5925925925925927
301,39,"[201, 101, 301, 301]","[152, 15095, 1467, 3]",0.5925925925925927
201,152,"[101, 301, 301, 301]","[15095, 39, 1467, 3]",0.5925925925925927
301,1467,"[201, 101, 301, 301]","[152, 15095, 39, 3]",0.5925925925925927
401,4409,"[61, 99, 99]","[932, 10, 1315]",0.5555555555555556
99,1315,"[401, 61, 99]","[4409, 932, 10]",0.5555555555555556
61,932,"[401, 99, 99]","[4409, 10, 1315]",0.5555555555555556
201,7668,"[10, 61, 5, 99]","[1848, 11048, 113, 203]",0.5555555555555555
99,203,"[10, 61, 201, 5]","[1848, 11048, 7668, 113]",0.5555555555555555
99,70,[],[],0.3333333333333333
11,28,"[151, 301, 151]","[624, 297, 175]",0.4444444444444444
301,297,"[151, 151, 11]","[175, 624, 28]",0.4444444444444444
151,624,"[201, 301, 201, 401, 151, 11]","[1323, 297, 4795, 1536, 175, 28]",0.42222222222222217
151,175,"[151, 301, 11]","[624, 297, 28]",0.4444444444444444
99,438,"[5, 5]","[48334, 1841]",0.48148148148148145
5,1841,"[5, 99]","[48334, 438]",0.48148148148148145
31,1289,"[2, 49]","[305, 578]",0.7037037037037037
49,578,"[2, 101, 49, 12, 57, 31, 61, 61]","[305, 60, 2, 6927, 0, 1289, 522, 30]",0.6000000000000001
2,305,"[49, 6, 6, 31]","[578, 6176, 304, 1289]",0.7037037037037037
99,804,"[99, 151, 101, 1]","[1064, 5823, 65, 289]",0.4074074074074074
99,1064,"[99, 151, 101, 1]","[804, 5823, 65, 289]",0.4074074074074074
1,289,"[99, 151, 101, 99]","[804, 5823, 65, 1064]",0.4074074074074074
151,5823,"[99, 101, 1, 99]","[804, 65, 289, 1064]",0.4074074074074074
101,7,"[301, 301, 101]","[6490, 649, 7]",0.6296296296296297
301,649,"[101, 101, 101, 101, 301]","[7, 224, 7, 1545, 6490]",0.6041666666666667
101,7,"[301, 301, 101]","[6490, 649, 7]",0.6296296296296297
301,6490,"[101, 301, 101, 101, 101]","[7, 649, 224, 7, 1545]",0.6041666666666667
12,1,"[12, 10]","[28, 1367]",0.3333333333333333
12,28,"[12, 10]","[1, 1367]",0.3333333333333333
10,1367,"[12, 12]","[1, 28]",0.3333333333333333
49,4,"[49, 151]","[68, 34698]",0.6666666666666666
49,68,"[49, 151]","[4, 34698]",0.6666666666666666
151,34698,"[49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 27, 49, 27, 7, 49]","[34, 1, 4, 287, 27, 1793, 88, 68, 208, 248, 6719, 6360, 1863, 226, 1]",0.5925925925925927
301,483,"[50, 101, 99, 14, 2, 201, 101, 101, 99, 99]","[508, 2964, 20, 1000, 478, 3672, 781, 12173, 92, 8]",0.6296296296296297
99,8,"[50, 101, 99, 14, 2, 301, 201, 101, 101, 99]","[508, 2964, 20, 1000, 478, 483, 3672, 781, 12173, 92]",0.6296296296296297
2,478,"[50, 101, 99, 2, 2, 101, 27, 2, 201, 99, 2, 99, 4, 2, 301, 101, 99, 14, 16, 101, 99, 4]","[508, 2964, 100, 18844, 1054, 12173, 1424, 0, 3672, 92, 1853, 746, 1929, 90, 483, 781, 20, 1000, 3180, 781, 8, 1067]",0.6339869281045751
101,12173,"[50, 101, 99, 14, 2, 301, 201, 101, 99, 99]","[508, 2964, 20, 1000, 478, 483, 3672, 781, 92, 8]",0.6296296296296297
201,3672,"[50, 101, 99, 14, 2, 301, 101, 101, 99, 99]","[508, 2964, 20, 1000, 478, 483, 781, 12173, 92, 8]",0.6296296296296297
50,508,"[101, 99, 14, 2, 301, 201, 101, 101, 99, 99]","[2964, 20, 1000, 478, 483, 3672, 781, 12173, 92, 8]",0.6190476190476192
14,1000,"[50, 101, 99, 2, 301, 201, 101, 101, 99, 99]","[508, 2964, 20, 478, 483, 3672, 781, 12173, 92, 8]",0.6296296296296297
101,2964,"[50, 99, 14, 2, 301, 201, 101, 101, 99, 99]","[508, 20, 1000, 478, 483, 3672, 781, 12173, 92, 8]",0.6296296296296297
500,0,"[151, 101]","[44, 54]",0.29629629629629634
151,44,"[500, 101]","[0, 54]",0.29629629629629634
101,54,"[500, 151]","[0, 44]",0.29629629629629634
99,19,"[99, 27, 101]","[246, 10456, 1307]",0.6805555555555556
151,19,"[151, 151, 151]","[20, 42939, 20305]",0.3703703703703703
151,20305,"[151, 151, 151]","[20, 19, 42939]",0.3703703703703703
151,20,"[151, 151, 151]","[42939, 19, 20305]",0.3703703703703703
151,42939,"[151, 29, 151, 151, 151, 151, 99]","[1166, 669, 20305, 20, 19, 60, 491]",0.3185185185185185
99,150,"[61, 101]","[669, 2332]",0.4814814814814814
61,669,"[101, 99]","[2332, 150]",0.4814814814814814
101,2332,"[61, 99]","[669, 150]",0.4814814814814814
301,14,"[101, 13]","[4095, 16038]",0.3333333333333333
101,4095,"[13, 301]","[16038, 14]",0.3333333333333333
13,16038,"[101, 301]","[4095, 14]",0.3333333333333333
99,12,"[301, 151, 2, 16]","[6187, 28647, 38, 16841]",0.5925925925925927
151,28647,"[301, 2, 16, 99]","[6187, 38, 16841, 12]",0.5925925925925927
2,38,"[301, 151, 16, 99]","[6187, 28647, 16841, 12]",0.5925925925925927
301,6187,"[151, 2, 16, 99]","[28647, 38, 16841, 12]",0.5925925925925927
16,16841,"[301, 61, 201, 151, 99, 7, 2, 61, 61]","[6187, 472, 21874, 28647, 12, 232, 38, 3453, 4]",0.5851851851851853
99,0,"[99, 17, 99]","[0, 126, 20]",0.4074074074074074
99,0,"[99, 17, 99]","[0, 126, 20]",0.4074074074074074
99,20,"[99, 17, 99]","[0, 126, 0]",0.4074074074074074
17,126,"[99, 99, 99]","[0, 20, 0]",0.4074074074074074
101,39262,"[5, 500, 151, 99, 101, 500]","[284, 0, 1447, 254, 1683, 0]",0.3703703703703704
151,1447,"[5, 101, 500, 99, 101, 500]","[284, 39262, 0, 254, 1683, 0]",0.3703703703703704
500,0,"[5, 101, 151, 99, 101, 500]","[284, 39262, 1447, 254, 1683, 0]",0.3703703703703704
99,254,"[5, 101, 500, 151, 101, 500]","[284, 39262, 0, 1447, 1683, 0]",0.3703703703703704
500,0,"[5, 101, 500, 151, 99, 101]","[284, 39262, 0, 1447, 254, 1683]",0.3703703703703704
5,284,"[4, 5, 10, 101, 61, 500, 99, 101, 151, 5, 40, 99, 101, 500]","[3413, 19312, 5511, 39262, 4, 0, 644, 1307, 1447, 815, 244, 254, 1683, 0]",0.4782608695652174
101,1683,"[5, 101, 500, 151, 99, 500]","[284, 39262, 0, 1447, 254, 0]",0.3703703703703704
12,16,"[10, 27, 27, 99, 12, 12, 27, 9]","[4989, 35, 42996, 312, 4018, 8267, 325, 6513]",0.6666666666666669
12,8267,"[12, 10, 27, 12, 27, 99, 61, 99, 12, 27, 7, 9, 12]","[16, 4989, 35, 29, 42996, 426, 5944, 312, 4018, 325, 438, 6513, 496]",0.6405228758169936
101,14625,[99],[3184],0.6666666666666666
99,3184,[101],[14625],0.6666666666666666
201,723,"[2, 12]","[11636, 887]",0.6296296296296297
12,887,"[12, 99, 201, 151, 101, 99, 500, 500, 13, 26, 401, 99, 2, 151]","[79, 132, 723, 8183, 2671, 126, 0, 0, 121, 1873, 94, 130, 11636, 166]",0.5883424408014571
5,83,"[5, 5, 5, 5]","[19312, 815, 37, 60]",0.5555555555555555
5,37,"[5, 5, 5, 5]","[19312, 815, 60, 83]",0.5555555555555555
5,60,"[5, 5, 5, 5]","[19312, 37, 815, 83]",0.5555555555555555
5,19312,"[4, 5, 5, 5, 10, 5, 5]","[3413, 284, 37, 60, 5511, 815, 83]",0.5902777777777778
99,354,[99],[187],0.3703703703703703
99,187,[99],[354],0.3703703703703703
4,52,[4],[67856],0.5407407407407407
500,0,"[201, 101]","[971, 5347]",0.2962962962962963
201,971,"[101, 500]","[5347, 0]",0.2962962962962963
101,5347,"[201, 500]","[971, 0]",0.2962962962962963
39,27,"[101, 4, 500]","[18181, 4779, 0]",0.5185185185185185
500,0,"[101, 4, 39]","[18181, 4779, 27]",0.5185185185185185
4,4779,"[101, 39, 500]","[18181, 27, 0]",0.5185185185185185
101,18181,"[4, 39, 500]","[4779, 27, 0]",0.5185185185185185
201,1181,"[4, 4, 4, 4, 4]","[70, 7447, 28127, 409, 18208]",0.5555555555555556
4,409,"[4, 4, 4, 201, 4]","[70, 7447, 28127, 1181, 18208]",0.5555555555555556
4,7447,"[4, 4, 201, 4, 4]","[70, 28127, 1181, 409, 18208]",0.5555555555555556
4,28127,"[4, 4, 201, 4, 4]","[70, 7447, 1181, 409, 18208]",0.5555555555555556
99,19,[61],[1509],0.6666666666666666
61,1509,"[101, 4, 99, 99, 2]","[22403, 14, 19, 9, 11747]",0.48
201,1449,"[56, 101]","[3612, 700]",0.4444444444444444
56,3612,"[101, 201]","[700, 1449]",0.4444444444444444
101,700,"[56, 201]","[3612, 1449]",0.4444444444444444
99,426,"[12, 7, 61, 12]","[8267, 438, 5944, 496]",0.5555555555555555
12,496,"[12, 99, 7, 61]","[8267, 426, 438, 5944]",0.5555555555555555
7,438,"[99, 61, 12, 12]","[426, 5944, 8267, 496]",0.5555555555555555
61,5944,"[99, 7, 12, 12]","[426, 438, 8267, 496]",0.5555555555555555
61,744,"[10, 99, 10, 101, 61, 10, 10]","[82, 17, 3036, 9332, 3879, 65, 1848]",0.6074074074074074
10,65,"[10, 99, 10, 101, 61, 61]","[82, 17, 3036, 9332, 3879, 744]",0.5925925925925926
99,17,"[10, 10, 101, 61, 61, 10]","[82, 3036, 9332, 3879, 744, 65]",0.5925925925925926
101,9332,"[10, 99, 10, 61, 61, 61, 10, 10]","[82, 17, 3036, 3879, 1055, 744, 65, 1848]",0.5864197530864197
10,82,"[99, 10, 101, 61, 61, 10]","[17, 3036, 9332, 3879, 744, 65]",0.5925925925925926
10,3036,"[10, 10, 99, 101, 61, 5, 99, 61, 61, 10, 101, 10, 10, 10]","[82, 518, 17, 9332, 3879, 424, 17, 1055, 744, 1206, 1305, 65, 1848, 485]",0.5956790123456791
99,18,"[15, 99, 10, 75, 99, 99, 99, 32, 15]","[1156, 1697, 5511, 32, 9, 8519, 237, 1026, 1491]",0.2222222222222222
10,5511,"[15, 99, 75, 99, 99, 99, 32, 15, 99]","[1156, 1697, 32, 9, 8519, 237, 1026, 1491, 18]",0.2222222222222222
99,237,"[15, 99, 10, 75, 99, 99, 32, 15, 99]","[1156, 1697, 5511, 32, 9, 8519, 1026, 1491, 18]",0.2222222222222222
75,32,"[56, 16, 15, 10, 99, 10, 5, 99, 10, 99, 500, 99, 99, 101, 99, 99, 32, 54, 15, 99]","[14, 4008, 1156, 5511, 1697, 5511, 3372, 113, 96, 9, 0, 142, 8519, 127, 337, 237, 1026, 188, 1491, 18]",0.574074074074074
99,9,"[15, 99, 10, 75, 99, 99, 32, 15, 99]","[1156, 1697, 5511, 32, 8519, 237, 1026, 1491, 18]",0.2222222222222222
15,1491,"[15, 99, 10, 75, 99, 99, 99, 32, 99]","[1156, 1697, 5511, 32, 9, 8519, 237, 1026, 18]",0.2222222222222222
15,1156,"[99, 10, 61, 75, 99, 99, 99, 99, 99, 32, 15, 99]","[1697, 5511, 3257, 32, 9, 103, 8519, 237, 1706, 1026, 1491, 18]",0.48888888888888893
99,8519,"[15, 99, 10, 61, 75, 99, 99, 99, 99, 32, 15, 99]","[1156, 1697, 5511, 3257, 32, 9, 103, 237, 1706, 1026, 1491, 18]",0.48888888888888893
99,949,"[151, 101]","[908, 5770]",0.3333333333333333
151,908,"[101, 99]","[5770, 949]",0.3333333333333333
101,5770,"[151, 99]","[908, 949]",0.3333333333333333
500,0,[201],[2616],0.3703703703703704
99,147,"[99, 99, 31, 99, 99, 8]","[10, 21, 1141, 1217, 8, 677]",0.7037037037037037
99,21,"[99, 99, 31, 99, 99, 8]","[10, 147, 1141, 1217, 8, 677]",0.7037037037037037
99,8,"[99, 99, 31, 99, 99, 8]","[147, 21, 1141, 1217, 10, 677]",0.7037037037037037
8,677,"[2, 99, 99, 99, 99, 31, 4, 99, 99, 401, 99, 101]","[138, 10, 147, 21, 0, 1141, 326, 0, 1217, 15, 8, 260]",0.5925925925925926
99,10,"[99, 99, 31, 99, 99, 8]","[147, 21, 1141, 1217, 8, 677]",0.7037037037037037
61,335,"[99, 101, 99, 99]","[321, 23596, 522, 2256]",0.5555555555555555
99,2256,"[61, 99, 101, 99]","[335, 321, 23596, 522]",0.5555555555555555
101,23596,"[61, 99, 99, 99]","[335, 321, 522, 2256]",0.5555555555555555
17,7,[17],[6474],0.4444444444444444
17,6474,[17],[7],0.4444444444444444
500,0,[61],[25431],0.3703703703703703
2,47,"[99, 1]","[116, 1799]",0.5555555555555556
1,1799,"[2, 1, 99, 1, 101]","[47, 18, 116, 162, 363]",0.6444444444444444
61,291,"[1, 61, 61, 61, 61, 61, 61, 61]","[75, 32, 4874, 22, 979, 956, 82, 715]",0.611111111111111
61,82,"[61, 61, 61, 61]","[291, 32, 4874, 956]",0.48148148148148145
61,32,"[61, 61, 61, 61]","[291, 4874, 82, 956]",0.48148148148148145
61,956,"[61, 61, 61, 61]","[291, 32, 4874, 82]",0.48148148148148145
61,4874,"[1, 61, 101, 61, 64, 201, 61, 101, 61, 61, 61, 61]","[75, 32, 14638, 291, 123, 212, 22, 64, 979, 956, 82, 715]",0.6543209876543209
99,206,[201],[12],0.28104575163398693
201,12,[99],[206],0.28104575163398693
101,128,"[4, 25, 4, 99, 61, 25, 61]","[8201, 50207, 840, 29, 164, 90, 180]",0.6296296296296297
500,0,"[2, 101, 99]","[304, 413, 192]",0.3333333333333333
99,192,"[500, 101, 2]","[0, 413, 304]",0.3333333333333333
101,413,"[500, 2, 99]","[0, 304, 192]",0.3333333333333333
2,304,"[500, 101, 99]","[0, 413, 192]",0.3333333333333333
2,433,"[4, 2]","[149, 2919]",0.6666666666666666
4,149,"[2, 2]","[2919, 433]",0.6666666666666666
2,2919,"[4, 2, 2, 2, 2, 2]","[149, 78, 177, 15, 433, 65]",0.6481481481481481
57,0,"[12, 49]","[6927, 578]",0.5185185185185185
12,6927,"[57, 49]","[0, 578]",0.5185185185185185
25,8,"[25, 151, 25]","[1075, 2670, 11855]",0.6222222222222222
151,2670,"[25, 25]","[8, 1075]",0.5555555555555556
49,906,[99],[699],0.1851851851851852
99,699,[49],[906],0.1851851851851852
99,13,"[99, 99, 29]","[1249, 69, 753]",0.4074074074074074
99,69,"[99, 99, 29]","[1249, 13, 753]",0.4074074074074074
29,753,"[99, 99, 99]","[1249, 13, 69]",0.4074074074074074
99,1249,"[99, 99, 29]","[13, 69, 753]",0.4074074074074074
500,0,[],[],0.25925925925925924
500,0,"[34, 99, 32]","[31904, 938, 6448]",0.6222222222222221
32,6448,"[1, 34, 500, 99, 1, 401]","[21690, 31904, 0, 938, 378, 2194]",0.7037037037037037
99,938,"[34, 32, 500, 99]","[31904, 6448, 0, 964]",0.6388888888888888
85,169,"[151, 26]","[5589, 3233]",0.5185185185185186
151,5589,"[26, 85]","[3233, 169]",0.5185185185185186
26,3233,"[151, 85]","[5589, 169]",0.5185185185185186
4,49,"[4, 4]","[3413, 6953]",0.48148148148148145
99,31,"[301, 99, 201, 99, 151, 99, 27]","[567, 12, 942, 2, 175, 1, 10456]",0.562962962962963
99,12,"[99, 301, 27]","[31, 567, 10456]",0.5925925925925927
99,1,[27],[38578],0.6666666666666666
27,38578,[99],[1],0.6666666666666666
101,1528,"[99, 101, 101, 61, 101, 61, 99, 99, 6, 12, 61, 99, 27, 2, 27]","[16, 55, 14437, 621, 1521, 81, 37, 215, 192, 9896, 621, 16, 10456, 1035, 10456]",0.625
99,37,"[101, 4, 101, 101, 101, 101, 101, 101, 101, 64, 2, 99]","[1528, 3413, 87, 55, 14638, 1521, 463, 3241, 77767, 3680, 3197, 10048]",0.5308641975308642
101,1521,"[101, 101, 99]","[1528, 55, 37]",0.6592592592592593
201,6,"[201, 201]","[391, 364]",0.6666666666666666
201,391,"[201, 201]","[6, 364]",0.6666666666666666
201,364,"[201, 201]","[391, 6]",0.6666666666666666
99,88,"[16, 99]","[3064, 946]",0.5555555555555555
99,946,"[201, 16, 99, 99, 101]","[87, 3064, 15, 88, 6230]",0.5851851851851851
16,3064,"[99, 99]","[946, 88]",0.5555555555555555
500,0,[500],[0],0.29629629629629634
99,18,"[2, 99, 6, 99, 101]","[10821, 39, 3440, 17, 660]",0.5555555555555556
99,39,"[101, 99, 2]","[660, 18, 10821]",0.5925925925925927
101,660,"[2, 99, 6, 99, 99]","[10821, 39, 3440, 17, 18]",0.5555555555555556
99,14,"[101, 99]","[2152, 474]",0.6666666666666666
99,474,"[101, 99]","[2152, 14]",0.6666666666666666
500,0,"[99, 500]","[1937, 0]",0.4444444444444444
99,1937,"[500, 500]","[0, 0]",0.4444444444444444
500,0,"[99, 500]","[1937, 0]",0.4444444444444444
99,22,"[101, 5, 2]","[48, 3033, 203]",0.5555555555555556
101,48,"[101, 5, 99, 2, 12, 99]","[55, 3033, 22, 203, 9896, 1217]",0.6444444444444445
40,18,"[99, 101, 201, 201]","[15, 3148, 61, 154]",0.6666666666666666
201,61,"[99, 101, 40, 201]","[15, 3148, 18, 154]",0.6666666666666666
101,3148,"[99, 201, 40, 201]","[15, 61, 18, 154]",0.6666666666666666
201,154,"[99, 101, 201, 40]","[15, 3148, 61, 18]",0.6666666666666666
99,15,"[101, 201, 40, 201]","[3148, 61, 18, 154]",0.6666666666666666
201,2974,"[500, 500, 99, 500, 500]","[0, 0, 19, 0, 0]",0.5555555555555556
500,0,"[201, 500, 99, 500, 500]","[2974, 0, 19, 0, 0]",0.5555555555555556
500,0,"[201, 500, 99, 500, 500]","[2974, 0, 19, 0, 0]",0.5555555555555556
500,0,"[201, 500, 500, 99, 500]","[2974, 0, 0, 19, 0]",0.5555555555555556
500,0,"[201, 500, 500, 99, 500]","[2974, 0, 0, 19, 0]",0.5555555555555556
99,19,"[201, 500, 500, 500, 500]","[2974, 0, 0, 0, 0]",0.5555555555555556
99,6,[151],[12516],0.5925925925925927
151,12516,[99],[6],0.5925925925925927
101,3705,"[151, 99, 61, 5, 101, 99]","[844, 11, 3257, 1247, 127, 753]",0.4814814814814814
99,753,"[101, 151, 99, 61, 5, 101]","[3705, 844, 11, 3257, 1247, 127]",0.4814814814814814
101,127,"[101, 151, 99, 10, 99, 61, 10, 75, 500, 5, 5, 99, 54, 99]","[3705, 844, 11, 5511, 1697, 3257, 96, 32, 0, 1247, 3372, 113, 188, 753]",0.6
99,11,"[101, 151, 99, 99, 99, 61, 5, 101, 2, 99]","[3705, 844, 0, 57, 12, 3257, 1247, 127, 16, 753]",0.4814814814814814
61,3257,"[2, 101, 15, 99, 27, 5, 99, 99, 99, 151, 99, 16, 99, 27, 101, 99, 2, 99, 10, 4, 25, 99, 25, 99, 4, 10, 101, 99, 99, 10, 99, 64, 101, 99, 56]","[146, 3705, 1156, 1697, 130, 1247, 6708, 1706, 142, 844, 11, 4008, 927, 14891, 127, 8519, 216, 163, 894, 266, 4765, 3364, 10106, 21, 9920, 75, 219, 753, 103, 10194, 12289, 4116, 810, 203, 5667]",0.5709876543209877
99,25,"[99, 101, 86]","[68, 1267, 654]",0.6296296296296297
99,68,"[101, 86, 99]","[1267, 654, 25]",0.6296296296296297
86,654,"[99, 101, 99]","[68, 1267, 25]",0.6296296296296297
101,1267,"[99, 86, 99]","[68, 654, 25]",0.6296296296296297
201,10,"[99, 99, 99, 99, 101, 99, 99]","[0, 101, 0, 7, 6710, 36, 0]",0.48148148148148157
99,0,"[201, 99, 99, 99, 99, 101, 99]","[10, 0, 101, 0, 7, 6710, 36]",0.48148148148148157
99,0,"[201, 99, 99, 99, 101, 99, 99]","[10, 0, 101, 7, 6710, 36, 0]",0.48148148148148157
99,101,"[201, 99, 99, 99, 101, 99, 99]","[10, 0, 0, 7, 6710, 36, 0]",0.48148148148148157
99,0,"[201, 99, 99, 99, 101, 99, 99]","[10, 101, 0, 7, 6710, 36, 0]",0.48148148148148157
2,67,"[201, 101, 99]","[1364, 237, 0]",0.48148148148148145
99,0,"[201, 2, 101]","[1364, 67, 237]",0.48148148148148145
201,1364,"[2, 101, 99]","[67, 237, 0]",0.48148148148148145
101,237,"[201, 2, 99]","[1364, 67, 0]",0.48148148148148145
99,4,"[99, 99, 500]","[77, 362, 0]",0.6666666666666666
500,0,"[99, 99, 99]","[77, 4, 362]",0.6666666666666666
99,362,"[99, 99, 500]","[77, 4, 0]",0.6666666666666666
99,77,"[500, 99, 99, 99, 99, 401]","[0, 4, 81, 362, 69, 258]",0.6074074074074074
6,74,"[99, 101, 101, 2]","[60, 15901, 781, 645]",0.4074074074074074
2,645,"[101, 99, 101, 6]","[781, 60, 15901, 74]",0.4074074074074074
99,60,"[6, 99, 401, 2, 101, 2, 99, 99, 99, 101]","[74, 88, 18623, 645, 781, 645, 92, 2, 153, 15901]",0.5
101,781,"[6, 99, 2, 99, 2, 99, 101]","[74, 100, 478, 60, 645, 92, 15901]",0.48888888888888893
99,8,"[25, 8, 99]","[5067, 716, 225]",0.6296296296296297
25,5067,"[99, 8, 99]","[8, 716, 225]",0.6296296296296297
301,1399,"[29, 29]","[2091, 653]",0.2962962962962963
29,653,"[29, 301]","[2091, 1399]",0.2962962962962963
29,2091,"[29, 301]","[653, 1399]",0.2962962962962963
401,43,"[401, 401, 401]","[300, 54, 2014]",0.3703703703703703
401,300,"[401, 401, 401]","[43, 54, 2014]",0.3703703703703703
401,2014,"[401, 401, 401]","[43, 54, 300]",0.3703703703703703
99,117,[101],[524],0.1851851851851852
1,0,"[500, 1]","[0, 1144]",0.5873015873015872
500,0,[1],[0],0.5185185185185185
99,282,[201],[567],0.48148148148148145
201,567,[99],[282],0.48148148148148145
2,11,"[2, 2, 2]","[25341, 740, 140]",0.3703703703703704
2,740,"[2, 2, 2]","[25341, 11, 140]",0.3703703703703704
2,140,"[2, 2, 2]","[25341, 740, 11]",0.3703703703703704
2,25341,"[2, 2, 2]","[740, 11, 140]",0.3703703703703704
301,5123,[201],[32544],0.40740740740740744
201,32544,[301],[5123],0.40740740740740744
500,0,[99],[196],0.4074074074074074
99,196,[500],[0],0.4074074074074074
99,2,"[201, 99]","[1942, 1019]",0.4523809523809524
99,1019,"[99, 201]","[2, 1942]",0.4523809523809524
201,1942,"[99, 99]","[2, 1019]",0.4523809523809524
151,4,"[151, 151]","[8707, 31]",0.6296296296296297
151,31,"[151, 151]","[8707, 4]",0.6296296296296297
99,669,"[301, 99, 99, 99, 301, 301, 99]","[1511, 565, 743, 134, 331, 13971, 0]",0.5555555555555556
99,565,"[99, 99, 99, 301, 301, 99]","[669, 743, 134, 331, 13971, 0]",0.5925925925925927
99,0,"[99, 99, 99, 99, 301, 301]","[565, 669, 743, 134, 331, 13971]",0.5925925925925927
99,743,"[99, 99, 99, 301, 301, 99]","[565, 669, 134, 331, 13971, 0]",0.5925925925925927
301,331,"[99, 99, 99, 99, 301, 99]","[565, 669, 743, 134, 13971, 0]",0.5925925925925927
99,134,"[99, 99, 99, 301, 301, 99]","[565, 669, 743, 13971, 331, 0]",0.5925925925925927
301,13971,"[301, 99, 99, 99, 99, 301, 99]","[1511, 565, 669, 743, 134, 331, 0]",0.5555555555555556
99,20,"[99, 99, 99]","[1112, 216, 1159]",0.6296296296296297
99,1159,"[99, 99, 99]","[20, 1112, 216]",0.6296296296296297
99,1112,"[99, 99, 99]","[20, 216, 1159]",0.6296296296296297
99,216,"[99, 99, 99]","[20, 1112, 1159]",0.6296296296296297
500,0,"[101, 500, 500, 99]","[3649, 0, 0, 937]",0.7111111111111111
500,0,"[101, 500]","[3649, 0]",0.7037037037037037
101,3649,"[500, 500, 500, 99]","[0, 0, 0, 937]",0.7111111111111111
101,224,"[301, 301, 101]","[6490, 649, 1545]",0.5277777777777778
101,1545,"[301, 301, 101]","[6490, 649, 224]",0.5277777777777778
99,19,[],[],0.29629629629629634
4,59,"[4, 99, 32]","[1574, 5, 8119]",0.4074074074074074
99,5,"[32, 4, 4]","[8119, 1574, 59]",0.4074074074074074
32,8119,"[4, 99, 4]","[1574, 5, 59]",0.4074074074074074
99,23,[2],[5552],0.48148148148148145
2,5552,"[4, 61, 99, 99, 61, 99, 99]","[14097, 4, 2559, 23, 2490, 0, 193]",0.5462962962962964
99,3,"[99, 101, 99]","[4, 26, 3]",0.5185185185185185
99,31,"[99, 2]","[278, 10821]",0.4814814814814814
99,278,"[61, 99, 17, 2]","[11048, 31, 6393, 10821]",0.4518518518518518
99,6,"[13, 31, 99]","[2256, 868, 12]",0.6296296296296297
2,24,"[500, 500, 2, 2, 99]","[0, 0, 709, 9798, 201]",0.3703703703703703
500,0,"[2, 500, 2, 2, 99]","[24, 0, 709, 9798, 201]",0.3703703703703703
500,0,"[2, 500, 2, 2, 99]","[24, 0, 709, 9798, 201]",0.3703703703703703
99,201,"[2, 500, 500, 2, 2]","[24, 0, 0, 709, 9798]",0.3703703703703703
2,709,"[2, 500, 500, 2, 99]","[24, 0, 0, 9798, 201]",0.3703703703703703
2,9798,"[2, 500, 500, 2, 99]","[24, 0, 0, 709, 201]",0.3703703703703703
401,14,[12],[6927],0.4074074074074074
12,6927,[401],[14],0.4074074074074074
99,64,[7],[669],0.6296296296296297
7,669,[99],[64],0.6296296296296297
1,18,"[1, 1, 101]","[162, 1799, 363]",0.6666666666666666
1,162,"[1, 1, 101]","[18, 1799, 363]",0.6666666666666666
99,514,"[99, 99, 401, 5, 101, 151, 61, 99, 101, 29, 50, 101, 15]","[61, 23, 23, 8832, 265, 4052, 6942, 1, 31, 6055, 207, 77767, 13]",0.6
99,1,"[99, 401, 99, 101, 101]","[61, 23, 514, 265, 77767]",0.5555555555555556
101,265,"[99, 401, 99, 99, 101]","[61, 23, 514, 1, 77767]",0.5555555555555556
401,23,"[99, 99, 101, 99, 101]","[61, 514, 265, 1, 77767]",0.5555555555555556
99,61,"[99, 57, 201, 101, 201, 401, 99, 101, 101, 64, 500, 101, 99, 101, 27, 101, 101, 101]","[10, 2393, 23, 761, 15, 23, 514, 265, 634, 123, 0, 74, 1, 5138, 6719, 3253, 77767, 68]",0.5490196078431373
99,1873,"[101, 101, 151]","[3492, 674, 41725]",0.7037037037037037
101,674,"[101, 99, 151]","[3492, 1873, 41725]",0.7037037037037037
151,41725,"[101, 101, 99]","[3492, 674, 1873]",0.7037037037037037
101,3492,"[101, 99, 151]","[674, 1873, 41725]",0.7037037037037037
61,29,[61],[6446],0.2222222222222222
61,6446,[61],[29],0.2222222222222222
99,13,"[99, 99, 7, 99]","[299, 4468, 9237, 79]",0.6296296296296297
99,79,"[99, 99, 99, 7]","[299, 4468, 13, 9237]",0.6296296296296297
7,9237,"[99, 99, 99, 99]","[299, 4468, 13, 79]",0.6296296296296297
99,81,"[4, 99, 99, 99, 401]","[14097, 77, 12, 69, 258]",0.5555555555555556
99,11,"[99, 401, 5, 5, 1]","[30, 195, 74, 1502, 592]",0.5185185185185185
1,592,"[99, 401, 13, 5, 99, 54, 2, 2, 5, 500]","[30, 195, 84, 74, 11, 209, 1509, 203, 1502, 0]",0.6805555555555556
99,0,[99],[117],0.4074074074074074
29,20,"[4, 29, 500, 32, 29, 99, 4, 29, 99, 29, 99, 29, 101, 29, 101, 29]","[3413, 56930, 0, 643, 4233, 418, 920, 163, 149, 1123, 2590, 7308, 14558, 10, 5036, 3020]",0.5757575757575758
